make,model,my_window,total_complaints,severe_complaints,crash_reports,injury_reports,death_reports,severe_share_pct
TRIUMPH,ROCKET 3 TFC,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,NOMAD,2015-2022,1,0,0,0,0,0.0
FOUR WHEEL,HAWK,2015-2022,1,0,0,0,0,0.0
GMC,HUMMER EV PICKUP,2015-2022,6,0,0,0,0,0.0
LOAD TRAIL,S-TRLR,2015-2022,1,0,0,0,0,0.0
MIDWEST AUTOMOTIVE DESIGN,DAYCRUISER,2015-2022,1,0,0,0,0,0.0
LAKOTA,BIGHORN,2015-2022,1,0,0,0,0,0.0
CHEVROLET,SILVERADO 4500,2015-2022,3,0,0,0,0,0.0
CHEVROLET,4500HD,2015-2022,1,0,0,0,0,0.0
GENUINE SCOOTER,URBANO 50I,2015-2022,1,0,0,0,0,0.0
EAST TO WEST,TANDARA,2015-2022,2,0,0,0,0,0.0
TRIUMPH,STREET SCRAMBLER,2015-2022,1,0,0,0,0,0.0
LOAD TRAIL,TANDEM AXLE DUMP,2015-2022,1,0,0,0,0,0.0
KAWASAKI,KL650,2015-2022,2,0,0,0,0,0.0
HOLIDAY HOUSE,RECREATIONAL TRAILER,2015-2022,1,0,0,0,0,0.0
VOLVO,VNR,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,BOLDT,2015-2022,1,0,0,0,0,0.0
DUTCHMEN,YUKON,2015-2022,1,0,0,0,0,0.0
CHARMAC,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
STARCRAFT RV TT,AUTUMN RIDGE OUTFITTER,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,RH1250S,2015-2022,7,0,0,0,0,0.0
ALLIANCE RV,AVENUE,2015-2022,3,0,0,0,0,0.0
ROYAL ENFIELD,CLASSIC 350,2015-2022,2,0,0,0,0,0.0
STARCRAFT RV FW,TELLURIDE,2015-2022,1,0,0,0,0,0.0
WALTON TRAILERS,TRAILER,2015-2022,1,0,0,0,0,0.0
PLEASANT VALLEY,TEARDROP TRAILER,2015-2022,2,0,0,0,0,0.0
OUTBACK CUSTOM,DODGE RAM RCA,2015-2022,1,0,0,0,0,0.0
TRIUMPH,TIGER 850,2015-2022,1,0,0,0,0,0.0
MIDWEST AUTOMOTIVE DESIGN,PASSAGE,2015-2022,1,0,0,0,0,0.0
ENTEGRA,QWEST,2015-2022,2,0,0,0,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE ROAMER,2015-2022,1,0,0,0,0,0.0
KZRV,STRATUS,2015-2022,3,0,0,0,0,0.0
TRIUMPH,TIGER SPORT,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXLRST,2015-2022,4,0,0,0,0,0.0
KTM,V-TWIN RC8 SUPER DUKE R,2015-2022,1,0,0,0,0,0.0
TRIUMPH,BONNEVILLE BOBBER,2015-2022,2,0,0,0,0,0.0
CHAMPION BUS,CHALLENGER,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,SHASTA OASIS,2015-2022,2,0,0,0,0,0.0
LAMBORGHINI,URUS,2015-2022,2,0,0,0,0,0.0
EARTHROAMER,LTI,2015-2022,1,0,0,0,0,0.0
DORSEY,DORSEY,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,NO BOUNDARIES,2015-2022,1,0,0,0,0,0.0
TRAVEL LITE,TRAVEL LITE,2015-2022,1,0,0,0,0,0.0
SHASTA,OASIS,2015-2022,1,0,0,0,0,0.0
ROADTREK,SS AGILE,2015-2022,1,0,0,0,0,0.0
HONDA,CT125,2015-2022,1,0,0,0,0,0.0
PORSCHE,PANAMERA S E-HYBRID,2015-2022,1,0,0,0,0,0.0
ENTEGRA,ACCOLADE,2015-2022,5,0,0,0,0,0.0
NEW FLYER,XCELSIOR,2015-2022,2,0,0,0,0,0.0
GULF STREAM,CRUISER VN23BHS,2015-2022,1,0,0,0,0,0.0
BMW,740E,2015-2022,2,0,0,0,0,0.0
DUTCHMEN,ATLAS,2015-2022,1,0,0,0,0,0.0
MACK,LR,2015-2022,1,0,0,0,0,0.0
MACK,GRANITE (GR),2015-2022,6,0,0,0,0,0.0
DONGFANG,DF250RTB,2015-2022,1,0,0,0,0,0.0
KARAVAN,KARAVAN TRAILER,2015-2022,1,0,0,0,0,0.0
SUNSET PARK & RV,SUNLITE,2015-2022,1,0,0,0,0,0.0
MASTER TOW,MASTER TOW,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG GT43,2015-2022,2,0,0,0,0,0.0
INDIAN,PURSUIT,2015-2022,2,0,0,0,0,0.0
YAMAHA,MT-09,2015-2022,2,0,0,0,0,0.0
BMW,R 18,2015-2022,9,0,0,0,0,0.0
HONDA,REBEL 1100,2015-2022,1,0,0,0,0,0.0
COACHMEN,NOVA,2015-2022,6,0,0,0,0,0.0
URAL,CT,2015-2022,2,0,0,0,0,0.0
RAM,PROMASTER 1500,2015-2022,4,0,0,0,0,0.0
CHEVROLET,SILVERADO LT,2015-2022,3,0,0,0,0,0.0
LIVEWIRE,LIVEWIRE,2015-2022,9,0,0,0,0,0.0
HYUNDAI,KONA N,2015-2022,7,0,0,0,0,0.0
ALFA ROMEO,4C,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,DISCOVERY LXE,2015-2022,3,0,0,0,0,0.0
MERCEDES-MAYBACH,S 560 4MATIC,2015-2022,8,0,0,0,0,0.0
PORSCHE,911 GT3,2015-2022,1,0,0,0,0,0.0
ENTEGRA,EMBLEM,2015-2022,1,0,0,0,0,0.0
TOYOTA,TUNDRA HYBRID,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,G550,2015-2022,1,0,0,0,0,0.0
SUZUKI,GSX1300R,2015-2022,2,0,0,0,0,0.0
CRUISER,TWILIGHT,2015-2022,1,0,0,0,0,0.0
ALTEC,AT200A,2015-2022,3,0,0,0,0,0.0
PORSCHE,MACAN GTS,2015-2022,1,0,0,0,0,0.0
CARRY-ON,CARRY-ON,2015-2022,1,0,0,0,0,0.0
KTM,890 DUKE,2015-2022,3,0,0,0,0,0.0
INTERNATIONAL,HV,2015-2022,1,0,0,0,0,0.0
SPORT HAVEN,ALUMINUM UTILITY TRAILER,2015-2022,1,0,0,0,0,0.0
BMW,F 850 GS,2015-2022,1,0,0,0,0,0.0
KEYSTONE,SUNSET TRAIL,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,SPYDER,2015-2022,1,0,0,0,0,0.0
SPARTAN TOOL,WARRIOR,2015-2022,1,0,0,0,0,0.0
QUALITY CARGO,BOX TRAILER,2015-2022,1,0,0,0,0,0.0
PJ TRAILERS,UC,2015-2022,1,0,0,0,0,0.0
ICON EV,I40,2015-2022,1,0,0,0,0,0.0
IC BUS,BE,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,INTERSTATE NINETEEN,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG SL63,2015-2022,5,0,0,0,0,0.0
BMW,R 1250 R,2015-2022,2,0,0,0,0,0.0
OLIVER TRAVEL TRAILERS,LEGACY ELITE,2015-2022,1,0,0,0,0,0.0
APRILIA,TUONO 660,2015-2022,1,0,0,0,0,0.0
PIAGGIO,BV 400,2015-2022,1,0,0,0,0,0.0
ARCIMOTO,ROADSTER,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,RA1250S,2015-2022,18,0,0,0,0,0.0
POLARIS,SLINGSHOT R,2015-2022,3,0,0,0,0,0.0
CHEVROLET,G4500,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,M2 BUSINESS CLASS,2015-2022,13,0,0,0,0,0.0
CUSTOM FIRE,FREIGHTLINER M2,2015-2022,1,0,0,0,0,0.0
CHEVROLET,4500,2015-2022,1,0,0,0,0,0.0
ZERO,SR/F,2015-2022,1,0,0,0,0,0.0
WESTERN STAR,49X,2015-2022,1,0,0,0,0,0.0
ALUMA,7816 TAESA,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,REDUNDANT CHALLENGER,2015-2022,1,0,0,0,0,0.0
AUDI,TT RS,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLS 580 4MATIC,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,AMG CLS63,2015-2022,1,0,0,0,0,0.0
FORD,F-600 SD,2015-2022,3,0,0,0,0,0.0
VESPA,GTS RST,2015-2022,1,0,0,0,0,0.0
GULF STREAM,VISTA CRUISER,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,NEST,2015-2022,1,0,0,0,0,0.0
HINO,258,2015-2022,1,0,0,0,0,0.0
NORSTAR,TRAILER,2015-2022,1,0,0,0,0,0.0
QUALITY TRAILER,SINGLE AXLE TRAILER,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,S 560 E,2015-2022,5,0,0,0,0,0.0
IC BUS,CE SBUS,2015-2022,1,0,0,0,0,0.0
BUCKEYE,BUCKEYE,2015-2022,1,0,0,0,0,0.0
4 STAR,HORSE TRAILER,2015-2022,1,0,0,0,0,0.0
ENTEGRA,LAUNCH,2015-2022,2,0,0,0,0,0.0
MINI,COOPER S CLUBMAN,2015-2022,1,0,0,0,0,0.0
HONDA,CIVIC HATCHBACK,2015-2022,17,0,0,0,0,0.0
BAODIAO,9-LINES,2015-2022,1,0,0,0,0,0.0
INDIAN,FTR 1200 S,2015-2022,1,0,0,0,0,0.0
CFMOTO,650NK,2015-2022,1,0,0,0,0,0.0
INDIAN,CHALLENGER LIMITED,2015-2022,1,0,0,0,0,0.0
HIGHLAND RIDGE FW,MESA RIDGE XLT,2015-2022,1,0,0,0,0,0.0
HUSQVARNA,SVARTPILEN 401,2015-2022,3,0,0,0,0,0.0
FREIGHTLINER,122SD,2015-2022,2,0,0,0,0,0.0
HIGHLAND RIDGE TT,OPEN RANGE LIGHT,2015-2022,1,0,0,0,0,0.0
ACURA,TLX TYPE S,2015-2022,41,0,0,0,0,0.0
PROTERRA,CATALYST,2015-2022,1,0,0,0,0,0.0
PORSCHE,TAYCAN 4S,2015-2022,2,0,0,0,0,0.0
KEYSTONE,VOLTAGE,2015-2022,2,0,0,0,0,0.0
CHEVROLET,6500,2015-2022,1,0,0,0,0,0.0
JEEP,WRANGLER 4XE,2015-2022,7,0,0,0,0,0.0
TIFFIN,ALLEGRO BAY,2015-2022,1,0,0,0,0,0.0
YAMAHA,YZF690,2015-2022,1,0,0,0,0,0.0
INFINITI,QX55,2015-2022,8,0,0,0,0,0.0
ROYAL ENFIELD,INT 650,2015-2022,2,0,0,0,0,0.0
FREIGHTLINER,MT55,2015-2022,1,0,0,0,0,0.0
CRUISER,RADIANCE ULTRA-LITE,2015-2022,1,0,0,0,0,0.0
FCCC,XC CHASSIS,2015-2022,1,0,0,0,0,0.0
TOWMASTER,TILT TRAILER,2015-2022,1,0,0,0,0,0.0
GREENPOWER,EV STAR BUS,2015-2022,3,0,0,0,0,0.0
HINO,268,2015-2022,1,0,0,0,0,0.0
KAWASAKI,KLX250,2015-2022,1,0,0,0,0,0.0
PIERCE,LADDER AND PLATFORM,2015-2022,1,0,0,0,0,0.0
CADILLAC,ELR,2015-2022,4,0,0,0,0,0.0
TAXA,MANTIS,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,SPRINTER 4500,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXDRS,2015-2022,1,0,0,0,0,0.0
GMC,SAVANA CUTAWAY VAN,2015-2022,1,0,0,0,0,0.0
VESPA,GTS 300 HPE,2015-2022,1,0,0,0,0,0.0
PORSCHE,TAYCAN TURBO S,2015-2022,1,0,0,0,0,0.0
LAMBORGHINI,HURACAN,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG C63 S,2015-2022,2,0,0,0,0,0.0
DUCATI,STREETFIGHTER,2015-2022,2,0,0,0,0,0.0
CHEVROLET,EXPRESS 3500,2015-2022,3,0,0,0,0,0.0
MINI,COOPER SE,2015-2022,1,0,0,0,0,0.0
JERR-DAN,MEDIUM DUTY CARRIER,2015-2022,1,0,0,0,0,0.0
TRIUMPH,SCRAMBLER 1200 XC,2015-2022,3,0,0,0,0,0.0
TRIUMPH,TIGER 900 GT,2015-2022,1,0,0,0,0,0.0
FORETRAVEL,REALM,2015-2022,1,0,0,0,0,0.0
KENTUCKY TRAILER,MV,2015-2022,1,0,0,0,0,0.0
GREAT DANE,DRY FREIGHT VAN,2015-2022,1,0,0,0,0,0.0
DUCATI,1199 PANIGALE,2015-2022,1,0,0,0,0,0.0
INDIAN,SCOUT BOBBER SIXTY,2015-2022,1,0,0,0,0,0.0
KTM,890 DUKE R,2015-2022,1,0,0,0,0,0.0
BMW,M850I,2015-2022,2,0,0,0,0,0.0
HYUNDAI,IONIQ,2015-2022,1,0,0,0,0,0.0
COTTRELL,2-CAR CARRIER,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXFB,2015-2022,1,0,0,0,0,0.0
FIELD VAN,SPRINTER,2015-2022,1,0,0,0,0,0.0
MCLAREN,570S,2015-2022,1,0,0,0,0,0.0
HOLIDAY RAMBLER,ARMADA,2015-2022,1,0,0,0,0,0.0
TAKE 3 TRAILERS,AUTO TRANSPORTER,2015-2022,1,0,0,0,0,0.0
HYUNDAI TRANSLEAD,DRY VAN TRAILER,2015-2022,1,0,0,0,0,0.0
ROSENBAUER,COMMERCIAL F-550,2015-2022,1,0,0,0,0,0.0
BRAXTON CREEK,BUSHWACKER,2015-2022,1,0,0,0,0,0.0
FORD,REDUNDANT F-250,2015-2022,4,0,0,0,0,0.0
MAC TRAILERS,WASTE TRAILER,2015-2022,1,0,0,0,0,0.0
GRECH,STRADA,2015-2022,1,0,0,0,0,0.0
BMW,M760I,2015-2022,1,0,0,0,0,0.0
BIG TEX,XT,2015-2022,1,0,0,0,0,0.0
KAWASAKI,NINJA ZX-14R,2015-2022,1,0,0,0,0,0.0
VOLVO,XC60PHEV,2015-2022,2,0,0,0,0,0.0
CLIPPER TOWABLE,CWT272RLS,2015-2022,1,0,0,0,0,0.0
AUDI,A7 E,2015-2022,2,0,0,0,0,0.0
BERKSHIRE,BE43C-450,2015-2022,1,0,0,0,0,0.0
CHEVROLET,EXPRESS CUTAWAY VAN,2015-2022,4,0,0,0,0,0.0
ESCAPE,ESCAPE 21,2015-2022,1,0,0,0,0,0.0
AMERICAN COACH,AMERICAN DREAM,2015-2022,1,0,0,0,0,0.0
HUSQVARNA,VITPILEN 401,2015-2022,2,0,0,0,0,0.0
STARCRAFT RV TT,TRAVEL STAR,2015-2022,1,0,0,0,0,0.0
LEXUS,LC,2015-2022,3,0,0,0,0,0.0
SUZUKI,DL650,2015-2022,1,0,0,0,0,0.0
MERCEDES BENZ,C205,2015-2022,1,0,0,0,0,0.0
INDIAN,CHIEFTAIN CLASSIC,2015-2022,1,0,0,0,0,0.0
CRUISER RV,RADIANCE,2015-2022,1,0,0,0,0,0.0
TRIPLE E RV,WONDER,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,EQB 300 4MATIC,2015-2022,8,0,0,0,0,0.0
ITASCA,SUNOVA,2015-2022,1,0,0,0,0,0.0
AUDI,A8 L E,2015-2022,1,0,0,0,0,0.0
MERCEDES BENZ,C190,2015-2022,1,0,0,0,0,0.0
PORSCHE,911 CARRERA S,2015-2022,1,0,0,0,0,0.0
PORSCHE,911 TURBO,2015-2022,1,0,0,0,0,0.0
MACK,CXU,2015-2022,1,0,0,0,0,0.0
BENTLEY,FLYING SPUR,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,C 300 4MATIC,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,ATLAS,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,MERCEDES-BENZ SPRINTER,2015-2022,1,0,0,0,0,0.0
HOLIDAY RAMBLER,ADMIRAL,2015-2022,1,0,0,0,0,0.0
STOUGHTON,VAN TRAILER,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,EQS 580 4MATIC,2015-2022,1,0,0,0,0,0.0
HIGHLAND RIDGE FW,MESA RIDGE,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,GLA 250 4MATIC,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,GLB 250 4MATIC,2015-2022,8,0,0,0,0,0.0
MERCEDES-MAYBACH,S 680,2015-2022,1,0,0,0,0,0.0
SUBARU,CROSSTREK HYBRID,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHCS ANV,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLE 350 4MATIC,2015-2022,10,0,0,0,0,0.0
HOLIDAY RAMBLER,NAUTICA,2015-2022,1,0,0,0,0,0.0
TRIUMPH,SCRAMBLER A2,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,C220,2015-2022,4,0,0,0,0,0.0
FOREST RIVER,CARGO MATE,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,CLA 250 4MATIC,2015-2022,1,0,0,0,0,0.0
ROADTREK,ZION SLUMBER,2015-2022,2,0,0,0,0,0.0
FRAZER,RAM 5500 CHASSIS,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,S 560 4MATIC,2015-2022,7,0,0,0,0,0.0
HINO,338,2015-2022,1,0,0,0,0,0.0
AM GENERAL,MV-1,2015-2022,1,0,0,0,0,0.0
FORD,EXPLORER INTERCEPT HYBRID,2015-2022,2,0,0,0,0,0.0
VANTAGE,AMS EDGE II,2015-2022,1,0,0,0,0,0.0
DRV,MOBILE SUITES,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,E 450 4MATIC COUPE,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,E 450 4MATIC,2015-2022,6,0,0,0,0,0.0
THOR MOTOR COACH,TRANQUILITY,2015-2022,1,0,0,0,0,0.0
DUCATI,PANIGALE V4 S,2015-2022,1,0,0,0,0,0.0
YAMAHA,SR400,2015-2022,1,0,0,0,0,0.0
TIFFIN,CAHABA,2015-2022,1,0,0,0,0,0.0
YAMAHA,XMAX,2015-2022,1,0,0,0,0,0.0
DYNAMAX,DX3,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,E 400 4MATIC,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,AMG GLE63 S,2015-2022,1,0,0,0,0,0.0
URAL,RETRO,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,A 220 4MATIC,2015-2022,2,0,0,0,0,0.0
VOLVO,XC90PHEV,2015-2022,1,0,0,0,0,0.0
DIAMOND CITY,BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
YAMAHA,TENERE 700,2015-2022,1,0,0,0,0,0.0
KTM,790 DUKE,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLE 450 4MATIC,2015-2022,1,0,0,0,0,0.0
AUDI,E-TRON QUATTRO,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG SLC43,2015-2022,1,0,0,0,0,0.0
